Name,Date,East,North,Elev,H disp,H error (with 1 cm tilt allowance),V disp,net disp,net disp/month,cum net disp
Peg 26,20/03/2017,1844303.154,5595520.194,314.533109,0.014326817,0.023491,0.001325,0.014387957,0.004646111,0.299106209
Peg 26,14/12/2016,1844303.163,5595520.183,314.531784,0.023764064,0.029884,0.024691,0.034269173,0.020429699,0.284718252
Peg 26,23/10/2016,1844303.184,5595520.193,314.507093,0.027603209,0.043029,0.00449,0.027966002,0.00833602,0.250449079
Peg 26,11/07/2016,1844303.201,5595520.215,314.502603,0.00373176,0.037112,-0.00234875,0.004409383,0.00117837,0.222483077
Peg 26,17/03/2016,1844303.201,5595520.219,314.5049518,0.053623673,0.03914,0.1133795,0.125420929,0.038495533,0.218073694
Peg 26,7/12/2015,1844303.252,5595520.2,314.3915723,0.036932902,0.018,-0.0849735,0.092652765,0.042238761,0.092652765
Peg 26,30/09/2015,1844303.215,5595520.198,314.4765458,,,,,,
Peg 26,3/07/2015,0,0,0,,,,,,
Peg 27,18/12/2019,0,0,0,,,,,,
Peg 27,9/10/2018,1844185.14,5595587.574,355.908716,0.019137919,0.028532,-0.001969,0.019238942,0.003042894,0.431036258
Peg 27,27/03/2018,1844185.122,5595587.567,355.910685,0.030443063,0.026925,-0.030082,0.042798444,0.007944621,0.411797316
Peg 27,11/10/2017,1844185.15,5595587.554,355.940767,0.014810731,0.029748,-0.025523,0.029509004,0.008795953,0.368998872
Peg 27,29/06/2017,1844185.137,5595587.562,355.96629,0.031029462,0.032434,0.042371,0.052517893,0.016119353,0.339489868
Peg 27,20/03/2017,1844185.146,5595587.592,355.923919,0.029074089,0.029174,-0.02012,0.035356995,0.011417363,0.286971975
Peg 27,14/12/2016,1844185.127,5595587.57,355.944039,0.020977026,0.025981,0.019613,0.028717684,0.017120158,0.25161498
Peg 27,23/10/2016,1844185.144,5595587.581,355.924426,0.015571231,0.021738,-0.003263,0.015909444,0.004742238,0.222897296
Peg 27,11/07/2016,1844185.155,5595587.57,355.927689,0.013816366,0.034497,0.00169925,0.013920468,0.003720125,0.206987852
Peg 27,17/03/2016,1844185.159,5595587.584,355.9259898,0.033867947,0.037833,-0.0105825,0.035482772,0.010890752,0.193067384
Peg 27,7/12/2015,1844185.162,5595587.617,355.9365723,0.089393933,0.024,0.0140265,0.090487667,0.041251731,0.157584612
Peg 27,30/09/2015,1844185.223,5595587.552,355.9225458,0.067029844,0.02,0.003,0.067096945,0.023370846,0.067096945
Peg 27,3/07/2015,1844185.156,5595587.554,355.9195458,,,,,,
Peg 28,18/12/2019,1844267.603,5595680.397,334.234937,0.89996042,0.029939,-0.241432,0.931782254,0.066402873,0.931782254
Peg 28,9/10/2018,1844266.97,5595681.036,334.476369,,,,,,
Peg 28,27/03/2018,0,0,0,,,,,,
Peg 28,11/10/2017,1844265.926,5595681.965,334.665709,0.588019131,0.039691,-0.110671,0.598343186,0.178352296,0.909598961
Peg 28,29/06/2017,1844265.511,5595682.382,334.77638,0.224128864,0.046421,-0.042197,0.228066513,0.070000613,0.311255775
Peg 28,20/03/2017,1844265.364,5595682.551,334.818577,0.082937592,0.114924,0.006466,0.083189262,0.026863199,0.083189262
Peg 28,14/12/2016,1844265.286,5595682.578,334.812111,,,,,,
Peg 28,23/10/2016,0,0,0,,,,,,
Peg 28,11/07/2016,1844264.937,5595683.026,334.858894,,,,,,
Peg 28,17/03/2016,0,0,0,0,0.01,0,0,0,0
Peg 28,7/12/2015,0,0,0,0,0.01,0,0,0,0
Peg 28,30/09/2015,0,0,0,,,,,,
Peg 28,3/07/2015,1844264.46,5595683.62,334.9915458,,,,,,
